ARQUETIPOS 27
3 1 1 3 38 0.371
3 2 2 3 28 0.466
3 1 2 3 32 0.387
2 2 3 3 31 0.371
3 1 3 3 40 0.283
1 1 3 3 31 0.362
2 2 2 2 26 0.416
1 1 2 3 28 0.380
1 1 1 3 24 0.430
2 3 1 3 34 0.302
3 3 2 3 37 0.142
1 3 3 3 43 0.096
3 3 3 3 50 0.089
1 3 1 3 33 0.265
3 2 3 3 52 0.195
2 1 3 3 26 0.366
2 3 3 3 36 0.256
3 2 1 3 38 0.148
1 2 2 3 26 0.256
2 1 2 3 32 0.252
1 2 3 3 32 0.248
1 3 2 3 38 0.268
2 1 1 3 26 0.289
3 3 1 3 33 0.240
2 2 1 3 28 0.290
2 3 2 3 35 0.226
1 2 1 3 14 0.333
DINAMICAS 508
1 2 3 3 3 3 3 5 0.900
3 2 3 3 2 3 2 5 0.900
3 2 3 2 1 2 1 5 0.900
2 3 2 2 3 3 3 5 0.900
1 1 1 3 2 3 2 5 0.900
3 1 3 3 2 3 2 5 0.900
3 1 2 3 1 3 1 5 0.900
3 2 2 3 3 3 3 5 0.900
3 3 3 3 3 2 3 4 0.875
3 2 3 2 1 3 1 4 0.875
1 3 3 2 1 3 1 3 0.833
2 2 2 2 2 3 2 1 0.500
2 3 1 1 3 3 3 1 0.500
2 2 3 3 2 3 2 3 0.833
3 3 2 2 1 1 1 2 0.750
3 3 3 3 2 2 2 3 0.833
1 3 1 3 2 3 2 1 0.500
3 1 2 1 3 3 3 3 0.833
2 3 1 2 1 1 1 1 0.500
2 1 3 3 3 2 3 1 0.500
1 3 3 3 1 1 1 2 0.750
3 3 2 3 2 1 2 2 0.750
2 1 1 1 2 2 2 2 0.750
3 2 2 3 2 3 2 2 0.750
2 3 3 2 2 2 2 1 0.500
2 3 2 2 3 1 3 3 0.833
2 1 1 2 3 2 3 3 0.833
3 2 3 1 1 3 1 1 0.500
3 1 1 3 3 3 3 3 0.833
3 2 1 1 1 2 1 2 0.750
1 2 2 1 3 2 3 3 0.833
3 2 3 1 2 2 2 2 0.750
2 1 2 2 2 2 2 1 0.500
2 1 3 1 3 1 3 2 0.750
2 1 3 2 3 1 3 2 0.750
3 2 1 3 2 2 2 1 0.500
1 1 3 3 1 3 1 2 0.750
3 3 3 1 2 2 2 3 0.833
1 1 2 1 2 3 2 1 0.500
1 3 2 2 2 3 2 2 0.750
1 2 2 2 2 2 2 2 0.750
2 2 2 1 1 3 1 2 0.750
1 3 1 1 3 3 3 4 0.875
2 3 3 2 1 1 1 1 0.500
3 2 2 2 3 1 3 1 0.500
3 1 3 2 1 3 1 3 0.833
1 2 2 3 3 1 3 1 0.500
1 2 3 2 2 3 2 2 0.750
2 2 3 3 3 2 3 4 0.875
2 2 2 2 3 1 3 1 0.500
1 1 3 3 2 1 2 2 0.750
