ARQUETIPOS 27
1 0 -1 1 102 0.152
1 1 0 1 119 0.077
1 -1 -1 1 85 0.096
1 1 -1 1 113 0.068
1 1 1 1 89 0.086
1 0 1 1 118 0.063
1 -1 1 1 91 0.079
1 -1 0 1 111 0.061
1 0 0 1 137 0.046
-1 0 1 1 109 0.037
0 0 -1 1 148 0.006
-1 1 -1 1 85 0.031
-1 1 1 1 96 0.002
-1 1 0 1 100 0.002
0 1 0 1 158 0.013
0 1 1 1 113 0.025
0 -1 -1 1 91 0.039
-1 -1 1 1 83 0.015
0 0 1 1 136 0.021
-1 -1 0 1 110 0.011
0 -1 0 1 184 0.010
-1 0 0 1 186 0.018
0 0 0 1 294 0.001
-1 0 -1 1 108 0.003
0 1 -1 1 121 0.004
0 -1 1 1 133 0.002
-1 -1 -1 1 83 0.009
DINAMICAS 653
0 0 0 0 0 0 0 58 0.991
0 0 0 0 -1 0 -1 27 0.981
0 1 0 0 0 0 0 26 0.981
-1 0 0 -1 0 0 0 25 0.980
0 -1 0 0 -1 0 -1 25 0.980
0 0 0 0 1 0 1 22 0.977
-1 0 0 0 0 0 0 21 0.976
1 1 -1 1 1 -1 1 21 0.976
-1 0 1 -1 0 1 0 20 0.975
-1 -1 -1 -1 1 1 1 20 0.975
0 -1 -1 1 -1 0 -1 9 0.944
-1 1 -1 -1 0 1 0 6 0.917
0 -1 0 0 0 1 0 7 0.929
-1 1 1 -1 0 1 0 11 0.955
1 0 1 1 1 1 1 9 0.944
0 0 -1 -1 0 0 0 3 0.833
0 -1 -1 0 -1 0 -1 9 0.944
1 -1 0 1 -1 0 -1 19 0.974
1 0 1 0 0 -1 0 2 0.750
0 0 1 0 0 0 0 15 0.967
-1 0 1 -1 1 1 1 7 0.929
1 1 1 0 1 1 1 1 0.500
-1 0 0 0 -1 0 -1 18 0.972
0 1 0 -1 1 0 1 7 0.929
-1 0 0 0 1 0 1 5 0.900
1 -1 0 0 -1 0 -1 9 0.944
-1 0 1 -1 0 0 0 10 0.950
0 0 0 0 -1 -1 -1 5 0.900
-1 1 1 1 0 1 0 1 0.500
0 1 1 1 0 1 0 8 0.938
0 -1 0 1 1 -1 1 4 0.875
-1 1 0 0 0 0 0 8 0.938
0 -1 0 0 0 -1 0 6 0.917
-1 0 0 -1 -1 1 -1 7 0.929
0 -1 -1 0 0 0 0 1 0.500
1 0 1 0 0 0 0 9 0.944
1 0 1 1 -1 1 -1 15 0.967
1 1 -1 0 0 -1 0 5 0.900
0 0 0 0 0 1 0 13 0.962
-1 1 0 -1 0 0 0 16 0.969
0 0 -1 0 -1 -1 -1 13 0.962
-1 -1 1 -1 0 0 0 3 0.833
0 0 0 -1 -1 0 -1 6 0.917
1 -1 1 1 0 1 0 10 0.950
0 0 -1 0 -1 0 -1 9 0.944
0 0 1 0 1 0 1 7 0.929
-1 0 0 1 0 0 0 7 0.929
0 -1 -1 1 0 0 0 4 0.875
-1 -1 0 0 0 -1 0 4 0.875
-1 0 0 0 0 1 0 4 0.875
1 0 1 0 1 0 1 5 0.900
0 -1 0 0 0 0 0 18 0.972
0 1 0 -1 1 1 1 9 0.944
1 0 0 1 1 0 1 11 0.955
1 0 0 1 0 -1 0 8 0.938
0 0 0 -1 0 0 0 19 0.974
-1 0 0 -1 1 0 1 8 0.938
0 0 1 0 0 1 0 14 0.964
0 1 0 0 1 1 1 6 0.917
-1 1 1 -1 1 0 1 4 0.875
1 1 0 0 0 0 0 11 0.955
1 0 -1 0 0 0 0 7 0.929
0 -1 0 -1 0 0 0 17 0.971
0 1 1 0 1 1 1 12 0.958
0 -1 -1 0 0 1 0 4 0.875
-1 1 0 0 0 1 0 4 0.875
0 0 0 0 0 -1 0 14 0.964
0 0 0 -1 0 -1 0 5 0.900
-1 0 0 0 1 -1 1 4 0.875
-1 0 0 -1 0 1 0 5 0.900
1 0 1 0 1 -1 1 11 0.955
0 1 1 0 -1 0 -1 7 0.929
0 0 1 1 -1 1 -1 10 0.950
0 0 -1 0 0 -1 0 19 0.974
-1 0 -1 -1 0 -1 0 15 0.967
0 1 -1 1 0 -1 0 5 0.900
0 0 0 1 0 -1 0 7 0.929
0 1 -1 0 0 0 0 11 0.955
-1 0 0 -1 1 -1 1 6 0.917
1 -1 1 0 -1 0 -1 7 0.929
0 0 -1 0 1 -1 1 11 0.955
1 0 -1 0 1 -1 1 3 0.833
1 0 -1 -1 0 0 0 3 0.833
0 1 -1 0 0 -1 0 9 0.944
-1 0 -1 -1 -1 0 -1 5 0.900
0 1 -1 0 1 0 1 7 0.929
-1 0 -1 0 0 0 0 10 0.950
0 0 1 0 -1 1 -1 13 0.962
1 -1 -1 0 -1 -1 -1 3 0.833
